question_number,title,coverage,score,question_weight,my_forecast,open_date,resolution_date,resolution_value,question_type
41747,What will be the reported Q4 2025 global revenue for Zepbound (tirzepatide)?,100.0%,17.636,1.0,"[0, 0.0004116413, 0.0008232826, 0.0012349239, 0.0016465652, 0.0020582065, 0.0024698478, 0.0028814891, 0.0032931304, 0.0037047717, 0.004116413, 0.0045280543, 0.0049396956, 0.0053513369, 0.0057629782, 0.0061746195, 0.0065862609, 0.0069979022, 0.0074095435, 0.0078211848, 0.0082328261, 0.0086444674, 0.0090561087, 0.00946775, 0.0098793913, 0.0102910326, 0.0107026739, 0.0111143152, 0.012293526, 0.0138815912, 0.0154696563, 0.0170577215, 0.0186457866, 0.0202338518, 0.0220189034, 0.0244930844, 0.0269672655, 0.0294414465, 0.0320294517, 0.035301978, 0.0385745044, 0.0419013991, 0.0459130856, 0.049924772, 0.0543362944, 0.0590407662, 0.0640410349, 0.0693994844, 0.0751234122, 0.0811021186, 0.0876244699, 0.0944208318, 0.1015567727, 0.1092267056, 0.1172619095, 0.1256901149, 0.1345321731, 0.1438008187, 0.1535026197, 0.1636393824, 0.1742091857, 0.1852071561, 0.196626058, 0.2084567488, 0.2206885343, 0.2333732683, 0.2464363109, 0.2598603311, 0.2736897239, 0.2878574339, 0.302366337, 0.3172004681, 0.3323313575, 0.3477431832, 0.3634153953, 0.3793086688, 0.3954257421, 0.4117130693, 0.4281538448, 0.4447243974, 0.4613866579, 0.4781159127, 0.4948833557, 0.511656295, 0.5284081014, 0.5451026796, 0.561715764, 0.5782224648, 0.5945783556, 0.6107706565, 0.6267736384, 0.6425411461, 0.6580801477, 0.6733302917, 0.6883067506, 0.7029525682, 0.7172928853, 0.7312491216, 0.7448687325, 0.7581008593, 0.7709257358, 0.783366722, 0.7954105985, 0.8070195203, 0.8181881433, 0.8289358405, 0.8392580192, 0.8491530747, 0.8586231732, 0.8676752954, 0.8763226535, 0.8845073869, 0.8922565905, 0.8996316427, 0.9066782277, 0.9132471582, 0.9194416072, 0.9254203136, 0.9307996542, 0.9360905797, 0.9407950514, 0.9454995232, 0.9495261649, 0.9535378514, 0.9571932617, 0.9604657881, 0.9637383144, 0.9666811397, 0.9691553207, 0.9716295018, 0.9741036828, 0.9762825637, 0.9778706289, 0.979458694, 0.9810467592, 0.9826348243, 0.9842228895, 0.9858109546, 0.986080995, 0.986209608, 0.986338221, 0.986466834, 0.986595447, 0.98672406, 0.9868526729, 0.9869812859, 0.9871098989, 0.9872385119, 0.9873671249, 0.9874957379, 0.9876243508, 0.9877529638, 0.9878815768, 0.9880101898, 0.9881388028, 0.9882674158, 0.9883960287, 0.9885246417, 0.9886532547, 0.9887818677, 0.9889104807, 0.9890390937, 0.9891677066, 0.9892963196, 0.9894249326, 0.9895535456, 0.9896821586, 0.9898107716, 0.9899393845, 0.9900679975, 0.9901966105, 0.9903252235, 0.9904538365, 0.9905824495, 0.9907110624, 0.9908396754, 0.9909682884, 0.9910969014, 0.9912255144, 0.9913541274, 0.9914827403, 0.9916113533, 0.9917399663, 0.9918685793, 0.9919971923, 0.9921258053, 0.9922544182, 0.9923830312, 0.9925116442, 0.9926402572, 0.9927688702, 0.9928974832, 0.9930260961, 0.9931547091, 0.9932833221, 0.9934119351, 0.9935405481, 0.9936691611, 0.993797774, 0.993926387, 0.994055]",2026-01-25,2026-02-04,4261.0,numeric
42038,What will the Ifo Business Climate Index level (points) for Germany be for February 2026?,100.0%,15.788,1.0,"[0.005945, 0.0060524034, 0.0061598069, 0.0062672103, 0.0063746138, 0.0064820172, 0.0065894206, 0.0066968241, 0.0068042275, 0.006911631, 0.0070190344, 0.0071264378, 0.0072338413, 0.0073412447, 0.0074486482, 0.0075560516, 0.007663455, 0.0077708585, 0.0078782619, 0.0079856654, 0.0080930688, 0.0082004722, 0.0083078757, 0.0084152791, 0.0085226826, 0.008630086, 0.0087374894, 0.0088448929, 0.0089522963, 0.0090596998, 0.0091671032, 0.0092745066, 0.0093819101, 0.0094893135, 0.009596717, 0.0097041204, 0.0098115239, 0.0099189273, 0.0100263307, 0.0101337342, 0.0102411376, 0.0103485411, 0.0104559445, 0.0105633479, 0.0106707514, 0.0107781548, 0.0108855583, 0.0109929617, 0.0111003651, 0.0112077686, 0.011315172, 0.0114225755, 0.0115299789, 0.0116373823, 0.0117447858, 0.0118521892, 0.0119595927, 0.0120669961, 0.0121743995, 0.012281803, 0.0123892064, 0.0124966099, 0.0126040133, 0.0127114167, 0.0128188202, 0.0129262236, 0.0130336271, 0.0131410305, 0.0132484339, 0.0133558374, 0.0134632408, 0.0135706443, 0.0136780477, 0.0137854511, 0.0138928546, 0.014000258, 0.0141076615, 0.0142150649, 0.0143224683, 0.0144298718, 0.0145372752, 0.0146446787, 0.0147520821, 0.0148594855, 0.014966889, 0.0150742924, 0.0151816959, 0.0176071327, 0.0204246171, 0.0232421015, 0.0265087238, 0.0309206218, 0.0353531091, 0.0412014924, 0.0474604246, 0.0546387998, 0.0629655854, 0.0722617129, 0.082650105, 0.0941938705, 0.1070739148, 0.1212396755, 0.1367082605, 0.1535575033, 0.1718337405, 0.1914786357, 0.2124859557, 0.2348389266, 0.258501022, 0.2833397763, 0.3093479884, 0.3363575035, 0.3642633226, 0.3929340959, 0.4222204822, 0.4519610374, 0.481986587, 0.5121236914, 0.5421976309, 0.5720352428, 0.6014679175, 0.6303350877, 0.6584733368, 0.6857456062, 0.7120385352, 0.7372339455, 0.7612287769, 0.7839482538, 0.8053542739, 0.8253912681, 0.8440320323, 0.861292123, 0.8772137603, 0.8916829058, 0.9049039917, 0.9169051719, 0.9276760919, 0.9372777361, 0.9457312734, 0.9531654689, 0.9598020531, 0.9656504364, 0.9704908146, 0.9749027126, 0.9786220696, 0.981439554, 0.9842570384, 0.9870745227, 0.9876710353, 0.9879081308, 0.9881452263, 0.9883823218, 0.9886194172, 0.9888565127, 0.9890936082, 0.9893307036, 0.9895677991, 0.9898048946, 0.9900419901, 0.9902790855, 0.990516181, 0.9907532765, 0.990990372, 0.9912274674, 0.9914645629, 0.9917016584, 0.9919387539, 0.9921758493, 0.9924129448, 0.9926500403, 0.9928871358, 0.9931242312, 0.9933613267, 0.9935984222, 0.9938355177, 0.9940726131, 0.9943097086, 0.9945468041, 0.9947838996, 0.995020995, 0.9952580905, 0.995495186, 0.9957322815, 0.9959693769, 0.9962064724, 0.9964435679, 0.9966806634, 0.9969177588, 0.9971548543, 0.9973919498, 0.9976290453, 0.9978661407, 0.9981032362, 0.9983403317, 0.9985774272, 0.9988145226, 0.9990516181, 0.9992887136, 0.9995258091, 0.9997629045, 1]",2026-02-08,2026-02-23,88.6,numeric
41521,"Will the UN General Assembly adopt a resolution condemning the US operation in Venezuela before February 1, 2026?",100.0%,13.039,1.0,50.5%,2026-01-11,2026-02-01,no,binary
41517,"How many dissenting votes will there be at the January 28, 2026 Federal Open Market Committee meeting?",100.0%,12.216,1.0,0: 17.7%; 1: 34.3%; 2: 28.7%; 3+: 19.3%,2026-01-10,2026-01-28,2,multiple_choice
42097,"What will US airline passenger volume be for these weeks in February 2026, according to the TSA? (Feb 23, 2026-Mar 1, 2026)",100.0%,10.607,0.7,"[0.01088, 0.0117469806, 0.0126139613, 0.0134809419, 0.0143479226, 0.0152149032, 0.0160818838, 0.0169488645, 0.0178158451, 0.0186828257, 0.0195498064, 0.020416787, 0.0212837677, 0.0223155887, 0.023364374, 0.0244131592, 0.0254619444, 0.0265107297, 0.0275595149, 0.0286083001, 0.0296570854, 0.0307058706, 0.0317594824, 0.0331371933, 0.0345149043, 0.0358926152, 0.0372703262, 0.0386480371, 0.0400257481, 0.041403459, 0.0429557617, 0.0446380135, 0.0463202653, 0.0480025171, 0.0496847689, 0.0513670208, 0.053197786, 0.0551654718, 0.0571331576, 0.0591008434, 0.0610685293, 0.063135442, 0.0653725728, 0.0676097036, 0.0698468343, 0.0720839651, 0.0745385525, 0.0770312349, 0.0795239174, 0.0820165998, 0.0847053313, 0.0874411916, 0.0901770518, 0.0929425274, 0.0959103497, 0.098878172, 0.1018459944, 0.1049781975, 0.1081676811, 0.1113571646, 0.1146727583, 0.1180743445, 0.1214759306, 0.1250089025, 0.1286136477, 0.132218393, 0.1359920367, 0.1397915157, 0.1436343765, 0.1476206065, 0.1516068365, 0.155722464, 0.159887845, 0.1641084923, 0.1684457578, 0.1727858321, 0.177288009, 0.181790186, 0.1864185884, 0.1910789639, 0.195838699, 0.2006507916, 0.2055472679, 0.2105048039, 0.2155413484, 0.2206382409, 0.2258164389, 0.2310467697, 0.2363667396, 0.2417247435, 0.2471853597, 0.252667888, 0.2582644873, 0.2638877642, 0.2695955284, 0.2753555704, 0.2811692223, 0.2870613779, 0.2929847989, 0.2989947757, 0.3050443519, 0.3111449369, 0.3173144161, 0.3235163557, 0.3297834247, 0.3360964686, 0.3424420321, 0.3488563745, 0.3553028385, 0.3617837559, 0.3683232723, 0.3748904618, 0.3814906493, 0.3881391899, 0.3948124181, 0.4015136447, 0.4082557717, 0.4150188023, 0.4218031148, 0.4286220146, 0.4354574205, 0.442309148, 0.4491848986, 0.4560743603, 0.4629750955, 0.4698899092, 0.476814469, 0.4837449989, 0.4906814823, 0.4976217696, 0.5045625843, 0.5115033528, 0.5184398363, 0.525371329, 0.5322973337, 0.5392121475, 0.5461148106, 0.5530066846, 0.5598824353, 0.5667370609, 0.5735758527, 0.5803950472, 0.5871829408, 0.5939503396, 0.6006953382, 0.6073985567, 0.614077147, 0.6207301142, 0.6273317396, 0.6339052998, 0.6404481507, 0.6469326151, 0.6533864763, 0.6598008187, 0.6661543006, 0.6724757898, 0.6787428588, 0.6849537773, 0.6911327759, 0.6972333609, 0.7032930047, 0.7093029815, 0.7152370266, 0.7211403719, 0.7269540238, 0.7327258311, 0.7384335953, 0.7440692239, 0.7496658232, 0.7551613013, 0.7606354783, 0.7659934822, 0.771327638, 0.7765579688, 0.7817509933, 0.7868478858, 0.7918999143, 0.7968574503, 0.801770087, 0.8065821796, 0.8113587722, 0.8160191476, 0.8206651277, 0.8251673046, 0.8296694816, 0.8340278794, 0.8383651448, 0.8426048904, 0.8467702714, 0.8509058046, 0.8548920346, 0.8588782646, 0.8627418755, 0.8665413545, 0.8703366353, 0.8739413806, 0.8775461258, 0.8811016709, 0.8845032571, 0.8879048432, 0.9002]",2026-02-15,2026-03-02,16363630.0,numeric
41569,"What will be the closing value of the S\u0026P 500 on March 13, 2026?",100.0%,9.850,1.0,"[0.01088, 0.0538885804, 0.0576761677, 0.0610386786, 0.063289383, 0.0655400874, 0.0677907919, 0.0700414963, 0.0724945969, 0.0750024389, 0.077510281, 0.0800181231, 0.0827137198, 0.0854662489, 0.088218778, 0.0909973293, 0.09398326, 0.0969691908, 0.0999551216, 0.1031075022, 0.1063164699, 0.1095254375, 0.1128664442, 0.1162888308, 0.1197112174, 0.1232744511, 0.1269012576, 0.1305280641, 0.1343364637, 0.1381592126, 0.1420398354, 0.1460504943, 0.1500611532, 0.1542184475, 0.1584093691, 0.1626742294, 0.1670381023, 0.1714247457, 0.1759545536, 0.1804843614, 0.1851624893, 0.1898514774, 0.1946628977, 0.1995045446, 0.2044544989, 0.2094424917, 0.2145341454, 0.2196623596, 0.224897141, 0.2301596217, 0.2355374964, 0.240934385, 0.2464481359, 0.2519900445, 0.2576210668, 0.2633046411, 0.2690475182, 0.2748686335, 0.2807211667, 0.2866719215, 0.2926569601, 0.2987039254, 0.304815516, 0.3109610666, 0.3171854085, 0.3234492547, 0.3297549078, 0.3361298878, 0.3425368441, 0.3489906846, 0.35549834, 0.3620363994, 0.368619546, 0.3752467816, 0.3819017024, 0.3885956486, 0.395327378, 0.4020831761, 0.4088697249, 0.4156893119, 0.422528655, 0.42938986, 0.4362794756, 0.4431840064, 0.4501030797, 0.4570430376, 0.4639936464, 0.4709534152, 0.4779239183, 0.4849009783, 0.4918816218, 0.498865202, 0.5058487821, 0.5128302865, 0.5198090687, 0.5267795718, 0.5337419254, 0.540695983, 0.547635941, 0.5545593294, 0.5614690445, 0.5683609115, 0.5752259218, 0.5820721979, 0.5888983046, 0.5956861476, 0.6024506456, 0.609191967, 0.6158859132, 0.6225513243, 0.6291899559, 0.6357731025, 0.6423234716, 0.6488443003, 0.6552981997, 0.6617193205, 0.6681014536, 0.6744150607, 0.6806949684, 0.6869193103, 0.6930818892, 0.6992114889, 0.7052584542, 0.7112624973, 0.7172132521, 0.7230858017, 0.7289279628, 0.73467084, 0.740376509, 0.7460075313, 0.7515726047, 0.7570863556, 0.7625075019, 0.7678984481, 0.7731732332, 0.7784345363, 0.7835627506, 0.7886821023, 0.7936700951, 0.7986489573, 0.8034906041, 0.8083321793, 0.8130211674, 0.8177101555, 0.8222605461, 0.826790354, 0.8312097747, 0.8355736476, 0.839872671, 0.8440635927, 0.8482545144, 0.8522671533, 0.8562778122, 0.8601955531, 0.8640183019, 0.8678410508, 0.8714922127, 0.8751190192, 0.8787226322, 0.8821450188, 0.8855674054, 0.8889505689, 0.8921595365, 0.8953685042, 0.8985649415, 0.9015508723, 0.904536803, 0.9075227338, 0.9103473891, 0.9130999182, 0.9158524473, 0.9185963772, 0.9211042193, 0.9236120614, 0.9261199035, 0.9286237966, 0.9308745011, 0.9331252055, 0.9353759099, 0.9376266144, 0.9397347422, 0.9417143295, 0.9436939167, 0.945673504, 0.9476530913, 0.9495161824, 0.9512085642, 0.952900946, 0.9545933278, 0.9562857096, 0.9579780915, 0.9595509756, 0.9609369265, 0.9623228775, 0.9637088284, 0.9650947793, 0.9664807302, 0.9678666811, 0.9692526321, 0.97423634, 0.97924]",2026-02-02,2026-03-15,6632.19,numeric
42234,What will Finland score on the 2026 World Happiness Report?,100.0%,8.242,1.0,"[0.01088, 0.0413450778, 0.0431357957, 0.0449265137, 0.0467172316, 0.0485079495, 0.0502986675, 0.0523236055, 0.054418725, 0.0565138446, 0.0586089641, 0.0607040837, 0.0630688614, 0.065451331, 0.0678338006, 0.0702162702, 0.0727902156, 0.0754452188, 0.0781002219, 0.080755225, 0.0836461929, 0.0865605335, 0.0894748741, 0.0925031475, 0.0956648644, 0.0988265814, 0.1020557806, 0.1054538885, 0.1088519965, 0.1123257783, 0.1159500835, 0.1195743887, 0.1233222709, 0.1271632355, 0.1310042, 0.1350453994, 0.1390940382, 0.1432409304, 0.1474887301, 0.1517632248, 0.1562020803, 0.1606409359, 0.1652426716, 0.1698648337, 0.17461497, 0.1794130023, 0.1843201571, 0.1892869004, 0.1943567649, 0.1994853072, 0.2047211692, 0.21000482, 0.2154079762, 0.2208402439, 0.2264103289, 0.2320094222, 0.2377201527, 0.2434874664, 0.2493283544, 0.2552598023, 0.2612318974, 0.2673156304, 0.2734468888, 0.279643546, 0.2859275713, 0.29225546, 0.2986614881, 0.3051331545, 0.3116493459, 0.3182433709, 0.3248924089, 0.3315846267, 0.3383458905, 0.3451585347, 0.3520114463, 0.3589197099, 0.3658794777, 0.3728753708, 0.3799108302, 0.3869991185, 0.3941184253, 0.4012682957, 0.4084581892, 0.4156798984, 0.4229259714, 0.4301954638, 0.4374969814, 0.4448166374, 0.4521527974, 0.4595052853, 0.4668752022, 0.4742544097, 0.4816415385, 0.4890356413, 0.4964339014, 0.5038326233, 0.5112303701, 0.518624473, 0.5260105749, 0.5333882415, 0.5407561023, 0.5481085901, 0.5554421775, 0.5627587428, 0.5700571221, 0.5773261419, 0.5845680816, 0.5917851323, 0.5989750258, 0.6061197095, 0.6132332977, 0.6203153319, 0.6273507913, 0.6343398904, 0.6412923194, 0.648200583, 0.6550456058, 0.6618498055, 0.6686110693, 0.6752942805, 0.681933743, 0.688527768, 0.6950338074, 0.7014947372, 0.7079007654, 0.714217324, 0.7204894159, 0.7266860731, 0.7328047844, 0.738882259, 0.74484744, 0.7507650776, 0.7566059656, 0.7623588174, 0.7680695479, 0.7736535126, 0.7792077858, 0.7846400535, 0.7900266968, 0.7953103475, 0.8005289752, 0.8056575176, 0.8107094044, 0.8156761477, 0.8205645569, 0.8253625891, 0.8300931843, 0.8347153464, 0.8392967147, 0.8437355703, 0.8481744259, 0.8524276921, 0.8566754918, 0.860800255, 0.8648488938, 0.8688670183, 0.8727079828, 0.8765489474, 0.8802727563, 0.8838970615, 0.8875213667, 0.8909700155, 0.8943681235, 0.8977662314, 0.9009691649, 0.9041308819, 0.9072925988, 0.910293386, 0.9132077266, 0.9161220672, 0.9189842198, 0.9216392229, 0.924294226, 0.9269492292, 0.9294928931, 0.9318753627, 0.9342578323, 0.9366403019, 0.9389731518, 0.9410682714, 0.9431633909, 0.9452585105, 0.94735363, 0.9493447456, 0.9511354636, 0.9529261815, 0.9547168994, 0.9565076174, 0.9582983353, 0.9598728004, 0.9613387402, 0.9628046799, 0.9642706197, 0.9657365595, 0.9672024992, 0.968668439, 0.9706102354, 0.9727676765, 0.9749251177, 0.9770825588, 0.97924]",2026-02-24,2026-03-18,7.811,numeric
41849,"Will OpenAI file an initial registration statement (S-1) with the SEC to launch an IPO, before March 15, 2026?",100.0%,7.565,1.0,2.8%,2026-02-07,2026-03-15,no,binary
41848,"Before March 1, 2026, will Meta settle the lawsuit brought by state attorneys general alleging the platform(s) were designed to foster compulsive use by minors?",100.0%,7.269,1.0,6.9%,2026-02-07,2026-03-01,no,binary
41837,"Will any AI model achieve a score of 94% or higher on the GPQA Diamond Benchmark Leaderboard before February 1, 2026?",100.0%,5.597,1.0,14.8%,2026-01-27,2026-02-21,no,binary
41451,Which album will win the Best Traditional Country Album Award at the 2026 Grammys?,100.0%,4.193,1.0,Dollar a Day (by Charley Crockett): 20.2%; American Romance (by Lukas Nelson): 11.1%; Oh What a Beautiful World (by Willie Nelson): 28.2%; Hard Headed Woman (by Margo Price): 17.2%; Ain't in it for My Health (by Zach Top): 23.2%,2026-01-06,2026-02-05,Ain't in it for My Health (by Zach Top),multiple_choice
42631,Will any single film win at least five Academy Awards at the 98th Academy Awards?,100.0%,4.188,1.0,62.5%,2026-03-13,2026-03-20,yes,binary
41844,Will 95% or more of Nigerians have a bank account before 2025?,100.0%,2.818,1.0,2.5%,2026-02-05,2026-03-01,no,binary
41841,What will the United States score on the 2025 Corruption Perceptions Index?,100.0%,1.788,1.0,Not Forecast,2026-02-03,2026-02-10,64.0,discrete
41838,What will Alphabet's Q4 2025 constant-currency revenues be in these global regions? (EMEA),100.0%,1.761,0.7,"[0.00594, 0.0063262635, 0.0067125269, 0.0070987904, 0.0074850538, 0.0078713173, 0.0082575807, 0.0086438442, 0.0090301076, 0.0094163711, 0.0098026345, 0.010188898, 0.0105751614, 0.0109614249, 0.0113476883, 0.0118405401, 0.0125715956, 0.0133026512, 0.0140337068, 0.0147647623, 0.0154958179, 0.0162268734, 0.016957929, 0.0176889846, 0.0184200401, 0.0191510957, 0.0198821513, 0.0206132068, 0.0213442624, 0.0220753179, 0.0231211523, 0.0242445801, 0.025368008, 0.0264914359, 0.0276148637, 0.0287382916, 0.0298617195, 0.0309851473, 0.0321085752, 0.0334434312, 0.0349203665, 0.0363973019, 0.0378742372, 0.0393511725, 0.0408281078, 0.0423050431, 0.0440026302, 0.0458068658, 0.0476111014, 0.0494153369, 0.0512195725, 0.053036715, 0.055147716, 0.0572587171, 0.0593697181, 0.0614807191, 0.0636636196, 0.0660642021, 0.0684647846, 0.0708653671, 0.0732783292, 0.0759535616, 0.078628794, 0.0813040264, 0.0840528547, 0.0869894385, 0.0899260223, 0.092862606, 0.0960133029, 0.0991991841, 0.1023850652, 0.1057396673, 0.1091637751, 0.112587883, 0.1161898074, 0.119841869, 0.1235020489, 0.1273724524, 0.1312428559, 0.1352076619, 0.1392873522, 0.1433670426, 0.1476472933, 0.1519276912, 0.1563358947, 0.1608088322, 0.1653611996, 0.1700188671, 0.1747271756, 0.1795620789, 0.1844345398, 0.1894394643, 0.19448139, 0.19964937, 0.2048636928, 0.2101879857, 0.2155756674, 0.2210497313, 0.2266100891, 0.2322275637, 0.2379585329, 0.2437257125, 0.2496115699, 0.2555478115, 0.2615589271, 0.26765903, 0.2738032734, 0.2800476628, 0.286348875, 0.2927014984, 0.2991525068, 0.3056483003, 0.3122010662, 0.3188362957, 0.325515657, 0.3322473488, 0.339054095, 0.3459025524, 0.3527934917, 0.3597550135, 0.3667554096, 0.3737938562, 0.3808835616, 0.3880166439, 0.395182391, 0.4023806864, 0.409625569, 0.4168969853, 0.4241940269, 0.4315191063, 0.4388734656, 0.4462464906, 0.4536369089, 0.4610461046, 0.4684712026, 0.4759062252, 0.4833496944, 0.4908008283, 0.4982558817, 0.5057116705, 0.5131666501, 0.520617784, 0.5280611053, 0.535495906, 0.542920708, 0.5503299037, 0.5577199516, 0.5650925317, 0.5724463711, 0.5797714506, 0.5870678971, 0.5943386427, 0.6015827786, 0.6087810741, 0.6159459978, 0.6230781798, 0.6301678851, 0.6372053537, 0.6442046932, 0.6511660472, 0.6580560186, 0.6649032603, 0.6717087098, 0.6784404016, 0.6851183844, 0.6917521523, 0.6983049182, 0.704799166, 0.7112485433, 0.7176011667, 0.7239006609, 0.7301450502, 0.7362874872, 0.7423856938, 0.7483968094, 0.7543310627, 0.7602169202, 0.7659820177, 0.7717108089, 0.7773282835, 0.7828863649, 0.7883604289, 0.7937457332, 0.7990700261, 0.8042818678, 0.8094498478, 0.8144891853, 0.8194941098, 0.824363872, 0.8291987753, 0.8339042705, 0.838561938, 0.8431113732, 0.8475843107, 0.851989458, 0.8562698559, 0.8605469207, 0.8646266111, 0.8687063015, 0.8740761168, 0.88044]",2026-01-31,2026-02-05,31618000000.0,numeric
42101,What will be the abstention rate in the first round of the 2026 French municipal elections?,100.0%,1.706,1.0,"[0.00594, 0.0062386325, 0.006537265, 0.0068358974, 0.0071345299, 0.0074331624, 0.0077317949, 0.0080304273, 0.0083290598, 0.0086276923, 0.0089263248, 0.0092249572, 0.0095235897, 0.0098222222, 0.0101208547, 0.0104194871, 0.0107181196, 0.0110167521, 0.0113153846, 0.011614017, 0.0119831952, 0.0128190473, 0.0136548995, 0.0144907516, 0.0153266037, 0.0161624558, 0.0169983079, 0.0178341601, 0.0186700122, 0.0195058643, 0.0203417164, 0.0211775686, 0.0220134207, 0.0231023483, 0.0243909485, 0.0256795487, 0.026968149, 0.0282567492, 0.0295453494, 0.0308339496, 0.0321225498, 0.0336486434, 0.0353451465, 0.0370416497, 0.0387381529, 0.0404346561, 0.0421311593, 0.0440473242, 0.0461214906, 0.0481956569, 0.0502698233, 0.0523439896, 0.0546661508, 0.0570942857, 0.0595224207, 0.0619505556, 0.0645611634, 0.0673234389, 0.0700857143, 0.0728479897, 0.0758965623, 0.078975749, 0.0820549358, 0.0853276669, 0.0887084201, 0.0920891733, 0.0956642395, 0.0993326503, 0.1030010612, 0.1069292426, 0.110872537, 0.1149229698, 0.1191292941, 0.1233432328, 0.127801496, 0.1322597593, 0.1369085533, 0.1416083072, 0.1464618687, 0.1513932138, 0.1564667679, 0.1616202793, 0.1669238902, 0.1722905566, 0.1778302106, 0.1834124493, 0.1891798066, 0.1950089371, 0.2009644398, 0.2070381379, 0.2131795151, 0.2194882, 0.2258718913, 0.232346054, 0.2389651391, 0.2456603467, 0.2524441893, 0.2593649271, 0.2663637154, 0.2734434206, 0.2806409637, 0.2879284663, 0.2952937941, 0.3027376105, 0.3102909812, 0.3179196015, 0.3256202952, 0.3333922289, 0.3412463159, 0.3491766205, 0.3571694945, 0.3652230681, 0.3733351826, 0.3815081137, 0.3897418086, 0.3980233883, 0.4063500594, 0.4147188527, 0.4231266455, 0.4315711686, 0.4400524961, 0.4485607584, 0.457092515, 0.4656442445, 0.4742123608, 0.4827932289, 0.4913832028, 0.4999785249, 0.50857387, 0.5171655449, 0.5257498623, 0.5343231552, 0.5428817918, 0.5514221906, 0.5599368494, 0.5684231482, 0.5768788162, 0.5853004941, 0.5936849366, 0.6020290316, 0.610327262, 0.618568205, 0.6267574568, 0.6348923946, 0.6429706214, 0.6509899962, 0.6589324595, 0.6668027555, 0.674604945, 0.6823378057, 0.6899974218, 0.6975539001, 0.7050337839, 0.7124371729, 0.7197596045, 0.7269623063, 0.7340841611, 0.7411271996, 0.7480555743, 0.754878173, 0.7616219625, 0.7682544536, 0.7747660317, 0.7812028394, 0.7875115243, 0.7937083736, 0.7998399667, 0.8057954695, 0.8116849923, 0.8174523496, 0.8230975606, 0.8286687348, 0.8340695255, 0.839436192, 0.8445950679, 0.8497399347, 0.8546712798, 0.8595991793, 0.8642989331, 0.868998687, 0.8734835059, 0.8779417691, 0.8822365771, 0.8864429014, 0.8905777635, 0.8945210579, 0.8984643523, 0.9022058844, 0.9058742953, 0.9095416961, 0.9129224493, 0.9163032025, 0.9196727327, 0.9227519194, 0.9258311062, 0.9289102929, 0.9317436788, 0.9345059542, 0.9372682296, 0.9408291423, 0.9496]",2026-02-17,2026-03-19,42.9,numeric
41851,"Will a nuclear weapon be detonated in or above a European Union state before the following dates? (March 15, 2026)",100.0%,1.281,0.7,1.8%,2026-02-08,2026-03-20,no,binary
